onset	duration	is_target	trial_type
 0.000000 	0.5	0	blank
 0.500000 	0.5	0	blank
 1.000000 	0.5	0	blank
 1.500000 	0.5	0	blank
 2.000000 	0.5	0	blank
 2.500000 	0.5	0	blank
 3.000000 	0.5	0	blank
 3.500000 	0.5	0	blank
 4.000000 	0.5	0	blank
 4.500000 	0.5	0	blank
 5.000000 	0.5	0	blank
 5.500000 	0.5	0	blank
 6.000000 	0.5	0	blank
 6.500000 	0.5	0	blank
 7.000000 	0.5	0	blank
 7.500000 	0.5	0	blank
 8.000000 	0.5	0	blank
 8.500000 	0.5	0	blank
 9.000000 	0.5	0	blank
 9.500000 	0.5	0	blank
 10.000000 	0.5	0	blank
 10.500000 	0.5	0	blank
 11.000000 	0.5	0	blank
 11.500000 	0.5	0	blank
 12.000000 	0.5	0	blank
 12.500000 	0.5	0	blank
 13.000000 	0.5	0	blank
 13.500000 	0.5	0	blank
 14.000000 	0.5	0	blank
 14.500000 	0.5	0	blank
 15.000000 	0.5	0	blank
 15.500000 	0.5	0	blank
 16.000000 	0.5	0	car
 16.500000 	0.5	0	car
 17.000000 	0.5	0	car
 17.500000 	0.5	0	car
 18.000000 	0.5	0	car
 18.500000 	0.5	0	car
 19.000000 	0.5	0	car
 19.500000 	0.5	0	car
 20.000000 	0.5	0	house
 20.500000 	0.5	0	house
 21.000000 	0.5	0	house
 21.500000 	0.5	0	house
 22.000000 	0.5	0	house
 22.500000 	0.5	0	house
 23.000000 	0.5	1	scrambled
 23.500000 	0.5	0	house
 24.000000 	0.5	0	blank
 24.500000 	0.5	0	blank
 25.000000 	0.5	0	blank
 25.500000 	0.5	0	blank
 26.000000 	0.5	0	blank
 26.500000 	0.5	0	blank
 27.000000 	0.5	0	blank
 27.500000 	0.5	0	blank
 28.000000 	0.5	0	number
 28.500000 	0.5	0	number
 29.000000 	0.5	0	number
 29.500000 	0.5	0	number
 30.000000 	0.5	0	number
 30.500000 	0.5	0	number
 31.000000 	0.5	0	number
 31.500000 	0.5	0	number
 32.000000 	0.5	0	car
 32.500000 	0.5	0	car
 33.000000 	0.5	0	car
 33.500000 	0.5	0	car
 34.000000 	0.5	1	scrambled
 34.500000 	0.5	0	car
 35.000000 	0.5	0	car
 35.500000 	0.5	0	car
 36.000000 	0.5	0	body
 36.500000 	0.5	0	body
 37.000000 	0.5	0	body
 37.500000 	0.5	0	body
 38.000000 	0.5	0	body
 38.500000 	0.5	0	body
 39.000000 	0.5	0	body
 39.500000 	0.5	0	body
 40.000000 	0.5	0	guitar
 40.500000 	0.5	0	guitar
 41.000000 	0.5	0	guitar
 41.500000 	0.5	0	guitar
 42.000000 	0.5	0	guitar
 42.500000 	0.5	0	guitar
 43.000000 	0.5	1	scrambled
 43.500000 	0.5	0	guitar
 44.000000 	0.5	0	face
 44.500000 	0.5	0	face
 45.000000 	0.5	0	face
 45.500000 	0.5	0	face
 46.000000 	0.5	0	face
 46.500000 	0.5	0	face
 47.000000 	0.5	0	face
 47.500000 	0.5	0	face
 48.000000 	0.5	0	house
 48.500000 	0.5	0	house
 49.000000 	0.5	0	house
 49.500000 	0.5	0	house
 50.000000 	0.5	0	house
 50.500000 	0.5	1	scrambled
 51.000000 	0.5	0	house
 51.500000 	0.5	0	house
 52.000000 	0.5	0	face
 52.500000 	0.5	0	face
 53.000000 	0.5	0	face
 53.500000 	0.5	0	face
 54.000000 	0.5	0	face
 54.500000 	0.5	0	face
 55.000000 	0.5	0	face
 55.500000 	0.5	0	face
 56.000000 	0.5	0	blank
 56.500000 	0.5	0	blank
 57.000000 	0.5	0	blank
 57.500000 	0.5	0	blank
 58.000000 	0.5	0	blank
 58.500000 	0.5	0	blank
 59.000000 	0.5	0	blank
 59.500000 	0.5	0	blank
 60.000000 	0.5	0	limb
 60.500000 	0.5	0	limb
 61.000000 	0.5	0	limb
 61.500000 	0.5	0	limb
 62.000000 	0.5	1	scrambled
 62.500000 	0.5	0	limb
 63.000000 	0.5	0	limb
 63.500000 	0.5	0	limb
 64.000000 	0.5	0	limb
 64.500000 	0.5	0	limb
 65.000000 	0.5	0	limb
 65.500000 	0.5	0	limb
 66.000000 	0.5	0	limb
 66.500000 	0.5	0	limb
 67.000000 	0.5	0	limb
 67.500000 	0.5	0	limb
 68.000000 	0.5	0	number
 68.500000 	0.5	0	number
 69.000000 	0.5	0	number
 69.500000 	0.5	1	scrambled
 70.000000 	0.5	0	number
 70.500000 	0.5	0	number
 71.000000 	0.5	0	number
 71.500000 	0.5	0	number
 72.000000 	0.5	0	face
 72.500000 	0.5	1	scrambled
 73.000000 	0.5	0	face
 73.500000 	0.5	0	face
 74.000000 	0.5	0	face
 74.500000 	0.5	0	face
 75.000000 	0.5	0	face
 75.500000 	0.5	0	face
 76.000000 	0.5	0	body
 76.500000 	0.5	0	body
 77.000000 	0.5	0	body
 77.500000 	0.5	0	body
 78.000000 	0.5	0	body
 78.500000 	0.5	0	body
 79.000000 	0.5	0	body
 79.500000 	0.5	0	body
 80.000000 	0.5	0	place
 80.500000 	0.5	0	place
 81.000000 	0.5	0	place
 81.500000 	0.5	0	place
 82.000000 	0.5	0	place
 82.500000 	0.5	0	place
 83.000000 	0.5	0	place
 83.500000 	0.5	0	place
 84.000000 	0.5	0	word
 84.500000 	0.5	0	word
 85.000000 	0.5	0	word
 85.500000 	0.5	0	word
 86.000000 	0.5	0	word
 86.500000 	0.5	0	word
 87.000000 	0.5	0	word
 87.500000 	0.5	1	scrambled
 88.000000 	0.5	0	place
 88.500000 	0.5	0	place
 89.000000 	0.5	0	place
 89.500000 	0.5	0	place
 90.000000 	0.5	1	scrambled
 90.500000 	0.5	0	place
 91.000000 	0.5	0	place
 91.500000 	0.5	0	place
 92.000000 	0.5	0	blank
 92.500000 	0.5	0	blank
 93.000000 	0.5	0	blank
 93.500000 	0.5	0	blank
 94.000000 	0.5	0	blank
 94.500000 	0.5	0	blank
 95.000000 	0.5	0	blank
 95.500000 	0.5	0	blank
 96.000000 	0.5	0	face
 96.500000 	0.5	0	face
 97.000000 	0.5	1	scrambled
 97.500000 	0.5	0	face
 98.000000 	0.5	0	face
 98.500000 	0.5	0	face
 99.000000 	0.5	0	face
 99.500000 	0.5	0	face
 100.000000 	0.5	0	blank
 100.500000 	0.5	0	blank
 101.000000 	0.5	0	blank
 101.500000 	0.5	0	blank
 102.000000 	0.5	0	blank
 102.500000 	0.5	0	blank
 103.000000 	0.5	0	blank
 103.500000 	0.5	0	blank
 104.000000 	0.5	0	place
 104.500000 	0.5	0	place
 105.000000 	0.5	1	scrambled
 105.500000 	0.5	0	place
 106.000000 	0.5	0	place
 106.500000 	0.5	0	place
 107.000000 	0.5	0	place
 107.500000 	0.5	0	place
 108.000000 	0.5	0	guitar
 108.500000 	0.5	0	guitar
 109.000000 	0.5	0	guitar
 109.500000 	0.5	0	guitar
 110.000000 	0.5	0	guitar
 110.500000 	0.5	0	guitar
 111.000000 	0.5	0	guitar
 111.500000 	0.5	0	guitar
 112.000000 	0.5	0	car
 112.500000 	0.5	0	car
 113.000000 	0.5	0	car
 113.500000 	0.5	0	car
 114.000000 	0.5	0	car
 114.500000 	0.5	0	car
 115.000000 	0.5	0	car
 115.500000 	0.5	0	car
 116.000000 	0.5	0	word
 116.500000 	0.5	0	word
 117.000000 	0.5	0	word
 117.500000 	0.5	1	scrambled
 118.000000 	0.5	0	word
 118.500000 	0.5	0	word
 119.000000 	0.5	0	word
 119.500000 	0.5	0	word
 120.000000 	0.5	0	blank
 120.500000 	0.5	0	blank
 121.000000 	0.5	0	blank
 121.500000 	0.5	0	blank
 122.000000 	0.5	0	blank
 122.500000 	0.5	0	blank
 123.000000 	0.5	0	blank
 123.500000 	0.5	0	blank
 124.000000 	0.5	0	guitar
 124.500000 	0.5	0	guitar
 125.000000 	0.5	0	guitar
 125.500000 	0.5	0	guitar
 126.000000 	0.5	0	guitar
 126.500000 	0.5	0	guitar
 127.000000 	0.5	1	scrambled
 127.500000 	0.5	0	guitar
 128.000000 	0.5	0	face
 128.500000 	0.5	0	face
 129.000000 	0.5	0	face
 129.500000 	0.5	0	face
 130.000000 	0.5	0	face
 130.500000 	0.5	0	face
 131.000000 	0.5	0	face
 131.500000 	0.5	1	scrambled
 132.000000 	0.5	0	number
 132.500000 	0.5	0	number
 133.000000 	0.5	0	number
 133.500000 	0.5	0	number
 134.000000 	0.5	0	number
 134.500000 	0.5	0	number
 135.000000 	0.5	0	number
 135.500000 	0.5	0	number
 136.000000 	0.5	0	face
 136.500000 	0.5	0	face
 137.000000 	0.5	0	face
 137.500000 	0.5	0	face
 138.000000 	0.5	0	face
 138.500000 	0.5	0	face
 139.000000 	0.5	0	face
 139.500000 	0.5	1	scrambled
 140.000000 	0.5	0	guitar
 140.500000 	0.5	0	guitar
 141.000000 	0.5	0	guitar
 141.500000 	0.5	0	guitar
 142.000000 	0.5	0	guitar
 142.500000 	0.5	0	guitar
 143.000000 	0.5	0	guitar
 143.500000 	0.5	0	guitar
 144.000000 	0.5	0	blank
 144.500000 	0.5	0	blank
 145.000000 	0.5	0	blank
 145.500000 	0.5	0	blank
 146.000000 	0.5	0	blank
 146.500000 	0.5	0	blank
 147.000000 	0.5	0	blank
 147.500000 	0.5	0	blank
 148.000000 	0.5	0	face
 148.500000 	0.5	0	face
 149.000000 	0.5	0	face
 149.500000 	0.5	0	face
 150.000000 	0.5	1	scrambled
 150.500000 	0.5	0	face
 151.000000 	0.5	0	face
 151.500000 	0.5	0	face
 152.000000 	0.5	0	face
 152.500000 	0.5	1	scrambled
 153.000000 	0.5	0	face
 153.500000 	0.5	0	face
 154.000000 	0.5	0	face
 154.500000 	0.5	0	face
 155.000000 	0.5	0	face
 155.500000 	0.5	0	face
 156.000000 	0.5	0	limb
 156.500000 	0.5	0	limb
 157.000000 	0.5	0	limb
 157.500000 	0.5	0	limb
 158.000000 	0.5	0	limb
 158.500000 	0.5	1	scrambled
 159.000000 	0.5	0	limb
 159.500000 	0.5	0	limb
 160.000000 	0.5	0	face
 160.500000 	0.5	0	face
 161.000000 	0.5	0	face
 161.500000 	0.5	0	face
 162.000000 	0.5	0	face
 162.500000 	0.5	0	face
 163.000000 	0.5	0	face
 163.500000 	0.5	0	face
 164.000000 	0.5	0	car
 164.500000 	0.5	0	car
 165.000000 	0.5	0	car
 165.500000 	0.5	0	car
 166.000000 	0.5	0	car
 166.500000 	0.5	0	car
 167.000000 	0.5	1	scrambled
 167.500000 	0.5	0	car
 168.000000 	0.5	0	limb
 168.500000 	0.5	0	limb
 169.000000 	0.5	0	limb
 169.500000 	0.5	0	limb
 170.000000 	0.5	0	limb
 170.500000 	0.5	0	limb
 171.000000 	0.5	0	limb
 171.500000 	0.5	0	limb
 172.000000 	0.5	0	face
 172.500000 	0.5	0	face
 173.000000 	0.5	0	face
 173.500000 	0.5	0	face
 174.000000 	0.5	0	face
 174.500000 	0.5	0	face
 175.000000 	0.5	0	face
 175.500000 	0.5	0	face
 176.000000 	0.5	0	face
 176.500000 	0.5	0	face
 177.000000 	0.5	0	face
 177.500000 	0.5	0	face
 178.000000 	0.5	0	face
 178.500000 	0.5	0	face
 179.000000 	0.5	0	face
 179.500000 	0.5	0	face
 180.000000 	0.5	0	word
 180.500000 	0.5	0	word
 181.000000 	0.5	0	word
 181.500000 	0.5	0	word
 182.000000 	0.5	0	word
 182.500000 	0.5	0	word
 183.000000 	0.5	0	word
 183.500000 	0.5	0	word
 184.000000 	0.5	0	blank
 184.500000 	0.5	0	blank
 185.000000 	0.5	0	blank
 185.500000 	0.5	0	blank
 186.000000 	0.5	0	blank
 186.500000 	0.5	0	blank
 187.000000 	0.5	0	blank
 187.500000 	0.5	0	blank
 188.000000 	0.5	0	number
 188.500000 	0.5	1	scrambled
 189.000000 	0.5	0	number
 189.500000 	0.5	0	number
 190.000000 	0.5	0	number
 190.500000 	0.5	0	number
 191.000000 	0.5	0	number
 191.500000 	0.5	0	number
 192.000000 	0.5	0	body
 192.500000 	0.5	0	body
 193.000000 	0.5	0	body
 193.500000 	0.5	1	scrambled
 194.000000 	0.5	0	body
 194.500000 	0.5	0	body
 195.000000 	0.5	0	body
 195.500000 	0.5	0	body
 196.000000 	0.5	0	blank
 196.500000 	0.5	0	blank
 197.000000 	0.5	0	blank
 197.500000 	0.5	0	blank
 198.000000 	0.5	0	blank
 198.500000 	0.5	0	blank
 199.000000 	0.5	0	blank
 199.500000 	0.5	0	blank
 200.000000 	0.5	0	blank
