Experiment date: 2013_11_5_7_39_43
SesNo	Trial	TrialType	Coherence	Resp	RT	IsCorrect	CorrStop	SSD
7	1	0	0.700	1	0.619	1	999	0.300
7	2	0	0.700	1	0.602	1	999	0.300
7	3	0	0.100	0	1.185	0	999	0.300
7	4	0	0.100	1	1.635	1	999	0.300
7	5	0	-0.700	0	0.669	1	999	0.300
7	6	0	0.300	1	0.435	1	999	0.300
7	7	0	0.000	1	0.902	0	999	0.300
7	8	0	-0.300	0	0.569	1	999	0.300
7	9	0	0.000	1	0.785	0	999	0.300
7	10	0	0.100	1	0.585	1	999	0.300
7	11	0	-0.700	0	0.552	1	999	0.300
7	12	1	-0.100	999	0.000	999	1	0.300
7	13	0	0.300	1	0.503	1	999	0.300
7	14	1	0.300	1	0.469	1	0	0.300
7	15	1	0.100	999	0.000	999	1	0.325
7	16	1	-0.300	0	0.703	1	0	0.275
7	17	0	-0.100	1	0.752	0	999	0.350
7	18	0	-0.300	0	0.619	1	999	0.250
7	19	0	0.000	1	1.002	0	999	0.300
7	20	1	0.000	999	0.000	999	1	0.300
7	21	1	-0.700	0	0.569	1	0	0.300
7	22	0	-0.300	0	0.769	1	999	0.250
7	23	0	-0.100	0	0.685	1	999	0.350
7	24	0	-0.100	0	1.085	1	999	0.350
7	25	0	0.300	1	0.685	1	999	0.250
7	26	0	0.700	1	0.602	1	999	0.275
7	27	0	-0.700	0	0.702	1	999	0.275
7	28	1	0.700	999	0.000	999	1	0.275
7	29	0	-0.700	0	0.585	1	999	0.300
7	30	1	0.000	999	0.000	999	1	0.325
7	31	0	-0.700	0	0.452	1	999	0.300
7	32	0	-0.700	0	0.535	1	999	0.300
7	33	0	0.100	1	0.585	1	999	0.350
7	34	0	0.000	1	1.085	1	999	0.350
7	35	0	0.300	1	0.569	1	999	0.250
7	36	1	0.300	999	0.000	999	1	0.250
7	37	0	0.000	1	1.019	1	999	0.350
7	38	1	-0.300	0	0.721	1	0	0.275
7	39	0	0.100	1	0.735	1	999	0.350
7	40	0	0.300	1	0.719	1	999	0.250
7	41	1	0.700	999	0.000	999	1	0.300
7	42	1	0.100	999	0.000	999	1	0.350
7	43	1	-0.100	999	0.000	999	1	0.375
7	44	0	-0.300	0	0.519	1	999	0.250
7	45	0	0.300	1	0.553	1	999	0.250
7	46	0	-0.100	0	0.635	1	999	0.400
7	47	0	0.700	1	0.586	1	999	0.325
7	48	0	0.700	1	0.552	1	999	0.325
7	49	0	0.700	1	0.552	1	999	0.325
7	50	0	-0.100	1	0.803	0	999	0.400
7	51	0	-0.300	0	0.585	1	999	0.250
7	52	1	-0.700	0	0.535	1	0	0.325
7	53	0	0.100	1	0.619	1	999	0.400
7	54	0	-0.300	0	0.785	1	999	0.250
7	55	0	0.000	0	0.669	0	999	0.350
7	56	0	-0.100	0	0.635	1	999	0.400
7	57	0	0.700	1	0.552	1	999	0.300
7	58	0	0.300	1	0.685	1	999	0.250
7	59	1	-0.300	999	0.000	999	1	0.250
7	60	1	0.300	1	0.602	1	0	0.275
7	61	0	-0.700	0	0.685	1	999	0.300
7	62	0	0.300	1	0.669	1	999	0.250
7	63	1	-0.100	999	0.000	999	1	0.400
7	64	0	-0.700	0	0.519	1	999	0.300
7	65	0	-0.100	0	0.619	1	999	0.425
7	66	0	0.000	0	0.502	1	999	0.350
7	67	0	0.700	1	0.452	1	999	0.300
7	68	0	-0.700	0	0.485	1	999	0.300
7	69	0	-0.100	0	0.452	1	999	0.425
7	70	0	0.100	1	0.802	1	999	0.425
7	71	0	0.100	0	0.552	0	999	0.425
7	72	0	0.100	1	1.070	1	999	0.425
7	73	0	0.300	1	0.588	1	999	0.250
7	74	0	-0.300	0	0.702	1	999	0.250
7	75	0	-0.300	0	0.535	1	999	0.250
7	76	1	0.000	999	0.000	999	1	0.350
7	77	1	0.100	999	0.000	999	1	0.425
7	78	1	-0.700	0	0.469	1	0	0.300
7	79	1	0.700	999	0.000	999	1	0.275
7	80	0	0.700	1	0.469	1	999	0.300
7	81	0	-0.300	0	0.485	1	999	0.250
7	82	0	0.000	0	0.636	1	999	0.375
7	83	0	-0.100	1	0.635	0	999	0.450
7	84	0	0.000	0	0.985	1	999	0.375
